n log_a5 sigma f_out logL
2.224259404738329060e+00 -9.871124978142233886e+00 1.347636679690375205e-01 7.984859871992275315e-02 1.098725128020511875e+03
2.285542178656839063e+00 -9.858442024538748072e+00 1.314223275809378033e-01 9.687304846154390359e-02 1.098773573566233154e+03
2.021926004322700088e+00 -9.953486619547971870e+00 1.373928109097328765e-01 9.806469936360236173e-02 1.098795284536953204e+03
2.162765585851898376e+00 -9.918508068394878308e+00 1.369862400772563771e-01 8.431895134597659769e-02 1.098803419635759383e+03
2.161923511210350313e+00 -9.858123801797063379e+00 1.346878106060298563e-01 9.233503705013493268e-02 1.098814642328995888e+03
2.269133963355725925e+00 -9.873049026873099265e+00 1.334993915480075233e-01 9.919993318711162189e-02 1.098817866885269950e+03
2.265190119603581298e+00 -9.874070723121068482e+00 1.351155787721245449e-01 9.930648588300051982e-02 1.098827310739858149e+03
2.243238677010361393e+00 -9.842857477195783744e+00 1.389389811736594926e-01 9.340763810791809230e-02 1.098835911097049120e+03
2.154299458519610244e+00 -9.882876384592190533e+00 1.416412665915618430e-01 9.115450656542097019e-02 1.098845254189683601e+03
2.251608637966887372e+00 -9.836714316194953511e+00 1.239126036617494431e-01 9.535038514798098441e-02 1.098869394138427879e+03
2.227207308764403759e+00 -9.886651061224338122e+00 1.355360525230859259e-01 8.672736473582448591e-02 1.098886615029995937e+03
2.069750426483877082e+00 -9.946132185984852825e+00 1.233511012241663291e-01 9.444266472339912788e-02 1.098899156868058526e+03
2.038318362970030329e+00 -9.924029650292940374e+00 1.321518680128599965e-01 9.627058516720876646e-02 1.098966747316021610e+03
2.074847377448685748e+00 -9.897229624458418584e+00 1.324695684018465103e-01 9.865804528096762394e-02 1.098985352317755769e+03
2.028426471228157446e+00 -9.970628118529505812e+00 1.326789045882360574e-01 9.503514357987973005e-02 1.098988860291614628e+03
2.203395022206481091e+00 -9.848946033287472090e+00 1.387420863908342128e-01 9.572669644075233741e-02 1.099004320810585341e+03
2.035432564586511894e+00 -9.963191925059430076e+00 1.368290332012688515e-01 9.410382285960322557e-02 1.099006493869120732e+03
2.265219957204189338e+00 -9.828264758071844298e+00 1.269644949440462134e-01 9.416054507692461772e-02 1.099009264992113458e+03
2.218419455971031073e+00 -9.879573594596152475e+00 1.304758663239743433e-01 8.211656990050771043e-02 1.099015925515145227e+03
2.100798684635569735e+00 -9.924771800939549138e+00 1.388564943139671826e-01 8.048302880792644609e-02 1.099041381569920986e+03
2.104731875214147951e+00 -9.921273723212831186e+00 1.367143690609698425e-01 7.781251879954165229e-02 1.099117389143031460e+03
2.252385896714230284e+00 -9.844175268255108691e+00 1.278599262047971918e-01 8.798560707247016222e-02 1.099117408377604079e+03
2.064592513216655600e+00 -9.912169105579536676e+00 1.370089217044759833e-01 9.702785014717479894e-02 1.099124775257958390e+03
2.301472344582746299e+00 -9.833116501554094668e+00 1.277975121563029448e-01 9.830389585668125596e-02 1.099142099048724958e+03
2.172143596793180809e+00 -9.863581971972227080e+00 1.385764464710565469e-01 9.041687354727918902e-02 1.099142259938977077e+03
2.251714914677792834e+00 -9.842574632877646224e+00 1.315035578761144519e-01 8.561140243527357030e-02 1.099166821762298468e+03
2.072256242538139226e+00 -9.962562577422284349e+00 1.287460308390593333e-01 9.692727196793261835e-02 1.099179406102151461e+03
2.261124856928707239e+00 -9.867369815090716756e+00 1.269959158159607859e-01 9.485500986578988825e-02 1.099183420031655032e+03
2.157701715858050484e+00 -9.902227324528137586e+00 1.388202124754372990e-01 7.890033156069331532e-02 1.099190827631531192e+03
2.253505254369824851e+00 -9.867563734632700090e+00 1.275682480476306724e-01 9.124279722652367530e-02 1.099220347979933649e+03
2.228266178776286743e+00 -9.897384232766858858e+00 1.341733713129652505e-01 9.823001415822514570e-02 1.099257328545585551e+03
2.271193448687887972e+00 -9.856966365526540486e+00 1.338468796356494517e-01 9.013444898977149289e-02 1.099262276906606530e+03
2.234560115954777437e+00 -9.890827710578392384e+00 1.329620252344217990e-01 9.391192006895468514e-02 1.099263753877073896e+03
2.199367489626368410e+00 -9.885222899581391331e+00 1.308944832166126226e-01 7.987331418134743788e-02 1.099285564379516018e+03
2.089234003331633893e+00 -9.925346834919510641e+00 1.339836476539028598e-01 7.851409987129576162e-02 1.099286632020042362e+03
2.116937525149385380e+00 -9.943756094773899434e+00 1.305514261543200272e-01 9.030546167801503654e-02 1.099289286325369176e+03
2.256103253131922948e+00 -9.823139266974283856e+00 1.279388987920171417e-01 9.714238749596143530e-02 1.099294849870819689e+03
2.104455665905409667e+00 -9.920968844339419945e+00 1.220171817545575021e-01 9.165392721578630164e-02 1.099311522369747763e+03
2.101805246971454544e+00 -9.950259954237608895e+00 1.379016736720963254e-01 9.709287188768866983e-02 1.099318362402383173e+03
2.162130863730147290e+00 -9.919468298680595097e+00 1.370774129336931879e-01 8.600778693761004789e-02 1.099320452842464647e+03
2.102871536973084599e+00 -9.904985795850690167e+00 1.295056900895851237e-01 8.164526033407504269e-02 1.099398582050237565e+03
2.024060490972868998e+00 -9.969095595764779105e+00 1.336349598515690351e-01 9.582708126577635377e-02 1.099494731977778883e+03
2.239379970414766774e+00 -9.859200563230061221e+00 1.406673930797679439e-01 9.775343639895134329e-02 1.099509425008208837e+03
2.137203446037078791e+00 -9.903544854337965830e+00 1.381846309070705325e-01 7.824695807103190792e-02 1.099512024602739757e+03
2.196718149168282785e+00 -9.887211436530826347e+00 1.212096541984287318e-01 9.560794822729268283e-02 1.099528484874182595e+03
2.107847202527178609e+00 -9.888227742309673829e+00 1.236878711961420657e-01 9.547876571533620016e-02 1.099544096666454607e+03
2.131681526571131968e+00 -9.938685824391866319e+00 1.335946820642580080e-01 9.014138634467923350e-02 1.099560758889922226e+03
2.141993771812262803e+00 -9.882712359319659967e+00 1.256287344080323498e-01 8.615518157458089410e-02 1.099561172538379651e+03
2.076424915102312863e+00 -9.909912948917213527e+00 1.361136491799868065e-01 8.919449047479677262e-02 1.099575577464473554e+03
2.086331509063955814e+00 -9.956723825791240046e+00 1.329339228889189761e-01 9.270842317761626705e-02 1.099582380532327988e+03
2.128120159681021306e+00 -9.885516985541380919e+00 1.373919766181347368e-01 8.620765516126505101e-02 1.099597130235892791e+03
2.181269160524395900e+00 -9.902891536771660341e+00 1.319958862026731072e-01 8.137160466626063016e-02 1.099597175970219268e+03
2.241780835985763609e+00 -9.864527747299522531e+00 1.287581786276014717e-01 8.617644173725215462e-02 1.099601020949729900e+03
2.241697399228335996e+00 -9.845140462341900545e+00 1.260803916260648805e-01 9.002432359226664182e-02 1.099601872742390697e+03
2.100057441670903025e+00 -9.919124746584930818e+00 1.400477909656857589e-01 8.452551189586351987e-02 1.099628726373779955e+03
2.112966854584110266e+00 -9.880407312012648546e+00 1.321104002708051728e-01 9.298527133399950295e-02 1.099636912688499706e+03
2.026377320665671000e+00 -9.958685673494674262e+00 1.291246341136030318e-01 9.273814037210481587e-02 1.099656277523436074e+03
2.165709309074402622e+00 -9.864913931576630546e+00 1.329781572577361792e-01 8.473132936247024238e-02 1.099661829263953450e+03
2.100727197213423825e+00 -9.939154107609555311e+00 1.250992273905538466e-01 9.144413258664008115e-02 1.099697052775893098e+03
2.188808528041162660e+00 -9.861352227951357463e+00 1.216967026591087575e-01 9.482869875626422085e-02 1.099704940792031721e+03
2.239534012334745583e+00 -9.858525699854432389e+00 1.317671783902864546e-01 8.316832963415647650e-02 1.099723160594588535e+03
2.204943688353242059e+00 -9.893277199515980058e+00 1.304690448390800617e-01 8.456307255012915358e-02 1.099744749822633594e+03
2.120210793458376486e+00 -9.944420269870947848e+00 1.349878664154356422e-01 9.288379560459204820e-02 1.099747908674371729e+03
2.168572312298068461e+00 -9.895577897517506827e+00 1.413918695150898075e-01 8.695493369897627778e-02 1.099766335923774704e+03
2.061977990268001992e+00 -9.923402964019210515e+00 1.352570390989894511e-01 8.674019062333662711e-02 1.099772398255714052e+03
2.016234126663948523e+00 -9.964009631598656824e+00 1.341327881072918726e-01 9.638171815265539344e-02 1.099786106938742023e+03
2.231703874902802642e+00 -9.890507269947860891e+00 1.266132108227534803e-01 9.849922099206936954e-02 1.099796005422803091e+03
2.123318453500972147e+00 -9.876753278881302833e+00 1.249453806601742573e-01 9.609450302298859492e-02 1.099808466015439535e+03
2.280263690282333222e+00 -9.837735479471087174e+00 1.253243830460620267e-01 9.733962953125130380e-02 1.099831898335866981e+03
2.249702456691903052e+00 -9.878206198126266102e+00 1.305233524915099808e-01 9.336845753356359801e-02 1.099834255323420848e+03
2.153912311887635767e+00 -9.890644089072800682e+00 1.380525146992107599e-01 7.926456434625434033e-02 1.099835357334379296e+03
2.092265530324895373e+00 -9.953848207255433067e+00 1.376682327608104439e-01 9.974020546167930434e-02 1.099837832282898944e+03
2.126943330614837979e+00 -9.873835905956694248e+00 1.282827545692999394e-01 9.332709566567726212e-02 1.099840143891931803e+03
2.033379969667667098e+00 -9.972497179762662256e+00 1.317177448521320293e-01 9.902252873171929481e-02 1.099855724379375715e+03
2.100767521282490335e+00 -9.902766084594210483e+00 1.343132151273403185e-01 8.229069373399708343e-02 1.099856494716010957e+03
2.196989122139839878e+00 -9.839534166968546103e+00 1.333039643415709907e-01 9.968769272796863812e-02 1.099863221539397273e+03
2.077822011644986144e+00 -9.955596854780587535e+00 1.354816291001310069e-01 9.089736016639066163e-02 1.099867924337377417e+03
2.156408164509960201e+00 -9.918721419013435181e+00 1.293627159489608158e-01 8.554791223954495705e-02 1.099871167343694651e+03
2.042836580465722918e+00 -9.952500087763469949e+00 1.387603459333112688e-01 9.703991444664826493e-02 1.099871387804252208e+03
2.135504617506870595e+00 -9.935991271793156443e+00 1.288480912562048331e-01 9.250021279921721851e-02 1.099876416546790551e+03
2.049299226586654754e+00 -9.931273325122678131e+00 1.338113658708671994e-01 8.771218184617597668e-02 1.099902528680253454e+03
2.229152614081098882e+00 -9.846581444635866376e+00 1.395194014961935736e-01 9.894834456893214503e-02 1.099922509630620652e+03
2.141208367683189451e+00 -9.898949756577129833e+00 1.415629718196804721e-01 8.821917014052325923e-02 1.099926647845077241e+03
2.175516512581300077e+00 -9.919313546400980286e+00 1.341158949468023720e-01 9.112127457893669236e-02 1.099932744989775074e+03
2.004778481443886040e+00 -9.960174535482405389e+00 1.314102305468100029e-01 9.980803315014981358e-02 1.099952229362500930e+03
2.185886559690303432e+00 -9.896011172976940884e+00 1.417784556530595208e-01 9.675341585892528740e-02 1.099960623554447693e+03
2.070115817872367536e+00 -9.948261386418348451e+00 1.400568389887942300e-01 9.737825673883875044e-02 1.099966720678212823e+03
2.210471248147485746e+00 -9.855118150167054836e+00 1.345860445048786547e-01 8.323411694409105221e-02 1.099984668444888030e+03
2.116814660995591346e+00 -9.887956241847778216e+00 1.377849615791980620e-01 9.160475200452156130e-02 1.099993813945119200e+03
2.244247839513597409e+00 -9.858871224938161149e+00 1.402119298854501150e-01 9.881031895338436566e-02 1.099994260281000152e+03
2.134504705797604984e+00 -9.885210764617799128e+00 1.397020590883263913e-01 9.152524048617440011e-02 1.100006660545786872e+03
2.135506763999220681e+00 -9.939881081376650940e+00 1.274811333455967421e-01 9.914593578934341456e-02 1.100021784619275650e+03
2.205827174534033652e+00 -9.841933552731319423e+00 1.344267642638390936e-01 9.401979001079209530e-02 1.100030002424707845e+03
2.139206737643050804e+00 -9.928411081989382936e+00 1.399671675339685950e-01 9.566120643914965971e-02 1.100093631101256051e+03
2.223967281875618873e+00 -9.875526984512791984e+00 1.363294658207098997e-01 8.349976348892548805e-02 1.100116232836276367e+03
2.107118955203165278e+00 -9.921056283653690855e+00 1.240988758381201401e-01 8.823108512970993800e-02 1.100138062604931974e+03
2.112486797809871142e+00 -9.932993049133237662e+00 1.345537990796666361e-01 8.166954350453695111e-02 1.100155996031233826e+03
2.021637909126775767e+00 -9.938523381644646548e+00 1.305801570858975413e-01 9.865504597213906046e-02 1.100179730082222022e+03
2.023641514435035482e+00 -9.967024861217579357e+00 1.305978548939880080e-01 9.600592353179433769e-02 1.100201422054806244e+03
2.210679544522986539e+00 -9.877673069630260372e+00 1.398214064825746006e-01 8.742576182903825932e-02 1.100202094928788483e+03
2.053919007121723261e+00 -9.939097771019607563e+00 1.260341413866750970e-01 9.059229443494577760e-02 1.100202586760872236e+03
2.056075257751521779e+00 -9.931041717231000376e+00 1.257508830273349476e-01 9.124738609001348255e-02 1.100208970693270885e+03
2.184697294931855716e+00 -9.885921174803296907e+00 1.378729861605599016e-01 8.017778165521523281e-02 1.100226101692593602e+03
2.194545918686356067e+00 -9.856643358793057530e+00 1.296549312363853013e-01 8.525854768899809866e-02 1.100236204179911510e+03
2.156016948192437610e+00 -9.871607245380825901e+00 1.332974341690325581e-01 8.393594064548648426e-02 1.100252719996015458e+03
2.248044335479756128e+00 -9.831856925791333524e+00 1.258032053969740383e-01 9.625634885134914942e-02 1.100274102417034101e+03
2.125998845034790641e+00 -9.940836007495693849e+00 1.357289248074192156e-01 9.317698559014164772e-02 1.100274847265373865e+03
2.124068968514776223e+00 -9.924938823080200478e+00 1.416944319363936944e-01 9.719850320781496522e-02 1.100284924425474856e+03
2.075346450714528945e+00 -9.960711689654081269e+00 1.291743947200654219e-01 9.737208943290276419e-02 1.100291165751006247e+03
2.160961707466056314e+00 -9.906394014870841147e+00 1.421482714455682972e-01 9.905080327092269377e-02 1.100293260402488158e+03
2.085245963851782847e+00 -9.913101709461948019e+00 1.246704575974899032e-01 9.011230868243536030e-02 1.100304065786447609e+03
2.143621795929715024e+00 -9.906479913638122525e+00 1.271339153343236106e-01 8.253295697480926563e-02 1.100311120176183977e+03
2.192375065855215244e+00 -9.887841970865617114e+00 1.366487211442695693e-01 8.027795451597960485e-02 1.100325034888027403e+03
2.218555111778029332e+00 -9.842091267826786449e+00 1.244152635505472171e-01 9.571627384279399187e-02 1.100328266566763432e+03
2.201593555715326112e+00 -9.892972790049057608e+00 1.275759964752932185e-01 8.744923860170332464e-02 1.100344881233334945e+03
2.062756757154472265e+00 -9.922861102554591639e+00 1.354540822594277605e-01 8.797256455842883405e-02 1.100345553958960863e+03
2.173818179453499866e+00 -9.874917962632075330e+00 1.344737785204238034e-01 7.972382377677825205e-02 1.100346612442496735e+03
2.144939671993187247e+00 -9.901917916303213829e+00 1.411202893081032195e-01 8.656884507127771133e-02 1.100350517179441567e+03
2.103499808174029706e+00 -9.882054740824095518e+00 1.318478118880436201e-01 9.899954231054008957e-02 1.100359045902470598e+03
2.120050245158231483e+00 -9.932815528173245312e+00 1.288975859127454993e-01 8.631406855232642839e-02 1.100372223506559294e+03
2.232100334364587546e+00 -9.848964663906681238e+00 1.300942447510014532e-01 8.564611189777221467e-02 1.100396513454000569e+03
2.211067589667145228e+00 -9.871026166495958876e+00 1.405205524960425056e-01 9.075728332136284715e-02 1.100404459184564757e+03
2.091043689074716383e+00 -9.901660238981435214e+00 1.291701968527584621e-01 8.773123660006885982e-02 1.100408716568940690e+03
2.138549464595056016e+00 -9.864715451581709260e+00 1.316972765553491853e-01 9.809404971898519343e-02 1.100419021080864013e+03
2.178765271419444094e+00 -9.899982757580470860e+00 1.204737267203786766e-01 9.945022498298178304e-02 1.100435554043103366e+03
2.027055047152169998e+00 -9.957907804948233021e+00 1.285915191896177812e-01 9.428546247795216440e-02 1.100444124435487311e+03
